"Year","Phrase","Frequency","Corpus"
1847,"(liberty + liberties)",0.000110210843948672,"eng_2019"
1848,"(liberty + liberties)",0.000109903838685048,"eng_2019"
1849,"(liberty + liberties)",0.000110746550100365,"eng_2019"
1850,"(liberty + liberties)",0.000110989376480575,"eng_2019"
1851,"(liberty + liberties)",0.000111450924123346,"eng_2019"
1852,"(liberty + liberties)",0.000109175194925878,"eng_2019"
1853,"(liberty + liberties)",0.000108502605144167,"eng_2019"
1854,"(liberty + liberties)",0.000106521795065159,"eng_2019"
1855,"(liberty + liberties)",0.000103229139313044,"eng_2019"
1856,"(liberty + liberties)",0.000100501078512545,"eng_2019"
1857,"(liberty + liberties)",9.77023584190257e-05,"eng_2019"
1858,"(liberty + liberties)",9.53866121043185e-05,"eng_2019"
1859,"(liberty + liberties)",9.3464564867775e-05,"eng_2019"
1860,"(liberty + liberties)",9.1517385174354e-05,"eng_2019"
1861,"(liberty + liberties)",9.13071750931392e-05,"eng_2019"
1862,"(liberty + liberties)",9.08424399312935e-05,"eng_2019"
1863,"(liberty + liberties)",9.01475489497118e-05,"eng_2019"
1864,"(liberty + liberties)",8.82119497224007e-05,"eng_2019"
1865,"(liberty + liberties)",8.60804073974058e-05,"eng_2019"
1866,"(liberty + liberties)",8.41381831508313e-05,"eng_2019"
1867,"(liberty + liberties)",8.13350629219453e-05,"eng_2019"
1868,"(liberty + liberties)",7.90918724565667e-05,"eng_2019"
1869,"(liberty + liberties)",7.65212761117644e-05,"eng_2019"
1870,"(liberty + liberties)",7.37806160811618e-05,"eng_2019"
1871,"(liberty + liberties)",7.17225196110251e-05,"eng_2019"
1872,"(liberty + liberties)",7.05079398487994e-05,"eng_2019"
1873,"(liberty + liberties)",6.98557575690627e-05,"eng_2019"
1874,"(liberty + liberties)",6.90361049627037e-05,"eng_2019"
1875,"(liberty + liberties)",6.72946616759873e-05,"eng_2019"
1876,"(liberty + liberties)",6.66519737413702e-05,"eng_2019"
1877,"(liberty + liberties)",6.63359464202326e-05,"eng_2019"
1878,"(liberty + liberties)",6.60308807190242e-05,"eng_2019"
1879,"(liberty + liberties)",6.45872221087172e-05,"eng_2019"
1880,"(liberty + liberties)",6.32912393224875e-05,"eng_2019"
1881,"(liberty + liberties)",6.24268650426529e-05,"eng_2019"
1882,"(liberty + liberties)",6.14330245168406e-05,"eng_2019"
1883,"(liberty + liberties)",6.01935432444277e-05,"eng_2019"
1884,"(liberty + liberties)",5.90771867661845e-05,"eng_2019"
1885,"(liberty + liberties)",5.82518196746865e-05,"eng_2019"
1886,"(liberty + liberties)",5.76562110187037e-05,"eng_2019"
1887,"(liberty + liberties)",5.68608757670778e-05,"eng_2019"
1888,"(liberty + liberties)",5.55267574132553e-05,"eng_2019"
1889,"(liberty + liberties)",5.47791553019904e-05,"eng_2019"
1890,"(liberty + liberties)",5.41313089083165e-05,"eng_2019"
1891,"(liberty + liberties)",5.35703940321192e-05,"eng_2019"
1892,"(liberty + liberties)",5.24036779227442e-05,"eng_2019"
1893,"(liberty + liberties)",5.15399366512221e-05,"eng_2019"
1894,"(liberty + liberties)",5.05085544578573e-05,"eng_2019"
1895,"(liberty + liberties)",5.04396024812844e-05,"eng_2019"
1896,"(liberty + liberties)",5.13056302224868e-05,"eng_2019"
1897,"(liberty + liberties)",5.20005680430456e-05,"eng_2019"
1898,"(liberty + liberties)",5.16843293943176e-05,"eng_2019"
1899,"(liberty + liberties)",5.16831847952354e-05,"eng_2019"
1900,"(liberty + liberties)",5.12608263047046e-05,"eng_2019"
1901,"(liberty + liberties)",5.13819528740506e-05,"eng_2019"
1902,"(liberty + liberties)",5.0453610648609e-05,"eng_2019"
1903,"(liberty + liberties)",4.86455152375649e-05,"eng_2019"
1904,"(liberty + liberties)",4.67098845677226e-05,"eng_2019"
1905,"(liberty + liberties)",4.53258038370612e-05,"eng_2019"
1906,"(liberty + liberties)",4.41685443937396e-05,"eng_2019"
1907,"(liberty + liberties)",4.34075147625533e-05,"eng_2019"
1908,"(liberty + liberties)",4.16953750053446e-05,"eng_2019"
1909,"(liberty + liberties)",4.1077084590922e-05,"eng_2019"
1910,"(liberty + liberties)",3.99552136514103e-05,"eng_2019"
1911,"(liberty + liberties)",3.9106769431133e-05,"eng_2019"
1912,"(liberty + liberties)",3.82053803410339e-05,"eng_2019"
1913,"(liberty + liberties)",3.77425336799726e-05,"eng_2019"
1914,"(liberty + liberties)",3.79258146624904e-05,"eng_2019"
1915,"(liberty + liberties)",3.91864247311397e-05,"eng_2019"
1916,"(liberty + liberties)",3.94101000113421e-05,"eng_2019"
1917,"(liberty + liberties)",3.95635951723047e-05,"eng_2019"
1918,"(liberty + liberties)",3.91012480836902e-05,"eng_2019"
1919,"(liberty + liberties)",3.85419341455417e-05,"eng_2019"
1920,"(liberty + liberties)",3.79281923739784e-05,"eng_2019"
1921,"(liberty + liberties)",3.67410486238181e-05,"eng_2019"
1922,"(liberty + liberties)",3.47802788707798e-05,"eng_2019"
1923,"(liberty + liberties)",3.38953859357259e-05,"eng_2019"
1924,"(liberty + liberties)",3.34006906541617e-05,"eng_2019"
1925,"(liberty + liberties)",3.31387857711109e-05,"eng_2019"
1926,"(liberty + liberties)",3.28622627421282e-05,"eng_2019"
1927,"(liberty + liberties)",3.24892415782025e-05,"eng_2019"
1928,"(liberty + liberties)",3.14973034554506e-05,"eng_2019"
1929,"(liberty + liberties)",3.1121423197484e-05,"eng_2019"
1930,"(liberty + liberties)",2.97907174301924e-05,"eng_2019"
1931,"(liberty + liberties)",2.96106647640824e-05,"eng_2019"
1932,"(liberty + liberties)",2.95339231927626e-05,"eng_2019"
1933,"(liberty + liberties)",2.97765727736987e-05,"eng_2019"
1934,"(liberty + liberties)",2.99464205519533e-05,"eng_2019"
1935,"(liberty + liberties)",3.08203461502542e-05,"eng_2019"
1936,"(liberty + liberties)",3.15241339389364e-05,"eng_2019"
1937,"(liberty + liberties)",3.2740217842989e-05,"eng_2019"
1938,"(liberty + liberties)",3.3062596945196e-05,"eng_2019"
1939,"(liberty + liberties)",3.35419000033913e-05,"eng_2019"
1940,"(liberty + liberties)",3.36135757866681e-05,"eng_2019"
1941,"(liberty + liberties)",3.33287599200308e-05,"eng_2019"
1942,"(liberty + liberties)",3.26663123684869e-05,"eng_2019"
1943,"(liberty + liberties)",3.20270683005219e-05,"eng_2019"
1944,"(liberty + liberties)",3.10516079480294e-05,"eng_2019"
1945,"(liberty + liberties)",3.02893792130427e-05,"eng_2019"
1946,"(liberty + liberties)",2.9670163517689e-05,"eng_2019"
1947,"(liberty + liberties)",2.93302481882815e-05,"eng_2019"
1948,"(liberty + liberties)",2.87988916300362e-05,"eng_2019"
1949,"(liberty + liberties)",2.88478027609277e-05,"eng_2019"
1950,"(liberty + liberties)",2.83006979771017e-05,"eng_2019"
1951,"(liberty + liberties)",2.75719441690723e-05,"eng_2019"
1952,"(liberty + liberties)",2.68649283888018e-05,"eng_2019"
1953,"(liberty + liberties)",2.60393209958108e-05,"eng_2019"
1954,"(liberty + liberties)",2.50978994569908e-05,"eng_2019"
1955,"(liberty + liberties)",2.45206514851556e-05,"eng_2019"
1956,"(liberty + liberties)",2.35375243521828e-05,"eng_2019"
1957,"(liberty + liberties)",2.3189523939696e-05,"eng_2019"
1958,"(liberty + liberties)",2.33554787882895e-05,"eng_2019"
1959,"(liberty + liberties)",2.33822303406279e-05,"eng_2019"
1960,"(liberty + liberties)",2.35262467478086e-05,"eng_2019"
1961,"(liberty + liberties)",2.37742607558695e-05,"eng_2019"
1962,"(liberty + liberties)",2.45281703428191e-05,"eng_2019"
1963,"(liberty + liberties)",2.49375350124735e-05,"eng_2019"
1964,"(liberty + liberties)",2.5391878092965e-05,"eng_2019"
1965,"(liberty + liberties)",2.62956309597939e-05,"eng_2019"
1966,"(liberty + liberties)",2.72105963371619e-05,"eng_2019"
1967,"(liberty + liberties)",2.78707485189703e-05,"eng_2019"
1968,"(liberty + liberties)",2.78351366042833e-05,"eng_2019"
1969,"(liberty + liberties)",2.6951056627565e-05,"eng_2019"
1970,"(liberty + liberties)",2.60593220835809e-05,"eng_2019"
1971,"(liberty + liberties)",2.4914890218497e-05,"eng_2019"
1972,"(liberty + liberties)",2.30884918762188e-05,"eng_2019"
1973,"(liberty + liberties)",2.14116028993366e-05,"eng_2019"
1974,"(liberty + liberties)",1.97188847518451e-05,"eng_2019"
1975,"(liberty + liberties)",1.86534064466416e-05,"eng_2019"
1976,"(liberty + liberties)",1.78086302184965e-05,"eng_2019"
1977,"(liberty + liberties)",1.72104849817905e-05,"eng_2019"
1978,"(liberty + liberties)",1.67231152253018e-05,"eng_2019"
1979,"(liberty + liberties)",1.63305029283427e-05,"eng_2019"
1980,"(liberty + liberties)",1.58250818458328e-05,"eng_2019"
1981,"(liberty + liberties)",1.55206421693167e-05,"eng_2019"
1982,"(liberty + liberties)",1.51950147418185e-05,"eng_2019"
1983,"(liberty + liberties)",1.51680981811556e-05,"eng_2019"
1984,"(liberty + liberties)",1.53610146428816e-05,"eng_2019"
1985,"(liberty + liberties)",1.5505126547006e-05,"eng_2019"
1986,"(liberty + liberties)",1.55870426559496e-05,"eng_2019"
1987,"(liberty + liberties)",1.56569815642017e-05,"eng_2019"
1988,"(liberty + liberties)",1.57118746366385e-05,"eng_2019"
1989,"(liberty + liberties)",1.57273820734969e-05,"eng_2019"
1990,"(liberty + liberties)",1.57417037891199e-05,"eng_2019"
1991,"(liberty + liberties)",1.54608804742955e-05,"eng_2019"
1992,"(liberty + liberties)",1.54077650417353e-05,"eng_2019"
1993,"(liberty + liberties)",1.56410362056444e-05,"eng_2019"
1994,"(liberty + liberties)",1.57703088266966e-05,"eng_2019"
1995,"(liberty + liberties)",1.62247798860855e-05,"eng_2019"
1996,"(liberty + liberties)",1.67793875139718e-05,"eng_2019"
1997,"(liberty + liberties)",1.71692622318785e-05,"eng_2019"
1998,"(liberty + liberties)",1.76663567929479e-05,"eng_2019"
1999,"(liberty + liberties)",1.8197230766808e-05,"eng_2019"
2000,"(liberty + liberties)",1.8545562365294e-05,"eng_2019"
2001,"(liberty + liberties)",1.91588294131049e-05,"eng_2019"
2002,"(liberty + liberties)",1.93754795288571e-05,"eng_2019"
2003,"(liberty + liberties)",1.99877955375476e-05,"eng_2019"
2004,"(liberty + liberties)",2.06330528271792e-05,"eng_2019"
2005,"(liberty + liberties)",2.1614680788064e-05,"eng_2019"
2006,"(liberty + liberties)",2.23001292007601e-05,"eng_2019"
2007,"(liberty + liberties)",2.25792876855329e-05,"eng_2019"
2008,"(liberty + liberties)",2.22103920220564e-05,"eng_2019"
2009,"(liberty + liberties)",2.17380594611833e-05,"eng_2019"
2010,"(liberty + liberties)",2.11717907144962e-05,"eng_2019"
2011,"(liberty + liberties)",2.05073824223031e-05,"eng_2019"
2012,"(liberty + liberties)",1.98215084310505e-05,"eng_2019"
2013,"(liberty + liberties)",1.93424714650194e-05,"eng_2019"
2014,"(liberty + liberties)",1.94231347450113e-05,"eng_2019"
2015,"(liberty + liberties)",2.03223521566542e-05,"eng_2019"
2016,"(liberty + liberties)",2.10902236241444e-05,"eng_2019"
2017,"(liberty + liberties)",2.1384192715838e-05,"eng_2019"
2018,"(liberty + liberties)",2.20017639094294e-05,"eng_2019"
2019,"(liberty + liberties)",2.24633940320018e-05,"eng_2019"
1800,"(droit de l' homme + droits de l' homme)",2.66240708590715e-06,"fre_2019"
1801,"(droit de l' homme + droits de l' homme)",2.61325816097724e-06,"fre_2019"
1802,"(droit de l' homme + droits de l' homme)",2.32758242072843e-06,"fre_2019"
1803,"(droit de l' homme + droits de l' homme)",2.1471987905792e-06,"fre_2019"
1804,"(droit de l' homme + droits de l' homme)",1.89301355086562e-06,"fre_2019"
1805,"(droit de l' homme + droits de l' homme)",1.52579904571277e-06,"fre_2019"
1806,"(droit de l' homme + droits de l' homme)",1.20546953650903e-06,"fre_2019"
1807,"(droit de l' homme + droits de l' homme)",1.01922390476667e-06,"fre_2019"
1808,"(droit de l' homme + droits de l' homme)",7.19712010496413e-07,"fre_2019"
1809,"(droit de l' homme + droits de l' homme)",6.63442708643507e-07,"fre_2019"
1810,"(droit de l' homme + droits de l' homme)",6.21911440568113e-07,"fre_2019"
1811,"(droit de l' homme + droits de l' homme)",8.13597299626727e-07,"fre_2019"
1812,"(droit de l' homme + droits de l' homme)",9.89513556426402e-07,"fre_2019"
1813,"(droit de l' homme + droits de l' homme)",1.12500286584906e-06,"fre_2019"
1814,"(droit de l' homme + droits de l' homme)",1.25002721278784e-06,"fre_2019"
1815,"(droit de l' homme + droits de l' homme)",1.49605975277975e-06,"fre_2019"
1816,"(droit de l' homme + droits de l' homme)",1.75174801267782e-06,"fre_2019"
1817,"(droit de l' homme + droits de l' homme)",2.05033090670627e-06,"fre_2019"
1818,"(droit de l' homme + droits de l' homme)",2.11478196148513e-06,"fre_2019"
1819,"(droit de l' homme + droits de l' homme)",2.11240525338496e-06,"fre_2019"
1820,"(droit de l' homme + droits de l' homme)",2.14033816955553e-06,"fre_2019"
1821,"(droit de l' homme + droits de l' homme)",2.24615984377254e-06,"fre_2019"
1822,"(droit de l' homme + droits de l' homme)",2.16295398607664e-06,"fre_2019"
1823,"(droit de l' homme + droits de l' homme)",2.00793070348482e-06,"fre_2019"
1824,"(droit de l' homme + droits de l' homme)",1.78516049739333e-06,"fre_2019"
1825,"(droit de l' homme + droits de l' homme)",1.6481766453223e-06,"fre_2019"
1826,"(droit de l' homme + droits de l' homme)",1.55760464742067e-06,"fre_2019"
1827,"(droit de l' homme + droits de l' homme)",1.45369303236212e-06,"fre_2019"
1828,"(droit de l' homme + droits de l' homme)",1.32646414791842e-06,"fre_2019"
1829,"(droit de l' homme + droits de l' homme)",1.33246920646408e-06,"fre_2019"
1830,"(droit de l' homme + droits de l' homme)",1.3658363552541e-06,"fre_2019"
1831,"(droit de l' homme + droits de l' homme)",1.68677245377629e-06,"fre_2019"
1832,"(droit de l' homme + droits de l' homme)",1.70626826344135e-06,"fre_2019"
1833,"(droit de l' homme + droits de l' homme)",1.72896707998202e-06,"fre_2019"
1834,"(droit de l' homme + droits de l' homme)",1.77176272535868e-06,"fre_2019"
1835,"(droit de l' homme + droits de l' homme)",1.7611151358819e-06,"fre_2019"
1836,"(droit de l' homme + droits de l' homme)",1.73500195543852e-06,"fre_2019"
1837,"(droit de l' homme + droits de l' homme)",1.92700873366139e-06,"fre_2019"
1838,"(droit de l' homme + droits de l' homme)",1.67197438776563e-06,"fre_2019"
1839,"(droit de l' homme + droits de l' homme)",1.68492328153239e-06,"fre_2019"
1840,"(droit de l' homme + droits de l' homme)",1.64264862486821e-06,"fre_2019"
1841,"(droit de l' homme + droits de l' homme)",1.61430890445656e-06,"fre_2019"
1842,"(droit de l' homme + droits de l' homme)",1.65364587800809e-06,"fre_2019"
1843,"(droit de l' homme + droits de l' homme)",1.75020410964066e-06,"fre_2019"
1844,"(droit de l' homme + droits de l' homme)",1.7690313006215e-06,"fre_2019"
1845,"(droit de l' homme + droits de l' homme)",1.92117968365681e-06,"fre_2019"
1846,"(droit de l' homme + droits de l' homme)",1.96807164140215e-06,"fre_2019"
1847,"(droit de l' homme + droits de l' homme)",2.03710976214617e-06,"fre_2019"
1848,"(droit de l' homme + droits de l' homme)",2.13621225648402e-06,"fre_2019"
1849,"(droit de l' homme + droits de l' homme)",2.18951611076688e-06,"fre_2019"
1850,"(droit de l' homme + droits de l' homme)",2.13022844113604e-06,"fre_2019"
1851,"(droit de l' homme + droits de l' homme)",1.88253285569674e-06,"fre_2019"
1852,"(droit de l' homme + droits de l' homme)",1.68385661883771e-06,"fre_2019"
1853,"(droit de l' homme + droits de l' homme)",1.5484413883168e-06,"fre_2019"
1854,"(droit de l' homme + droits de l' homme)",1.50584136804355e-06,"fre_2019"
1855,"(droit de l' homme + droits de l' homme)",1.48104286117651e-06,"fre_2019"
1856,"(droit de l' homme + droits de l' homme)",1.50807918686269e-06,"fre_2019"
1857,"(droit de l' homme + droits de l' homme)",1.59735038351982e-06,"fre_2019"
1858,"(droit de l' homme + droits de l' homme)",1.68876561852065e-06,"fre_2019"
1859,"(droit de l' homme + droits de l' homme)",1.78902993854178e-06,"fre_2019"
1860,"(droit de l' homme + droits de l' homme)",1.81165836364374e-06,"fre_2019"
1861,"(droit de l' homme + droits de l' homme)",1.81845936099632e-06,"fre_2019"
1862,"(droit de l' homme + droits de l' homme)",1.87127036456656e-06,"fre_2019"
1863,"(droit de l' homme + droits de l' homme)",1.82854459853031e-06,"fre_2019"
1864,"(droit de l' homme + droits de l' homme)",1.9007169902758e-06,"fre_2019"
1865,"(droit de l' homme + droits de l' homme)",1.86661816822412e-06,"fre_2019"
1866,"(droit de l' homme + droits de l' homme)",1.90213730836116e-06,"fre_2019"
1867,"(droit de l' homme + droits de l' homme)",1.97870200123264e-06,"fre_2019"
1868,"(droit de l' homme + droits de l' homme)",1.98067221849182e-06,"fre_2019"
1869,"(droit de l' homme + droits de l' homme)",1.95535831539116e-06,"fre_2019"
1870,"(droit de l' homme + droits de l' homme)",1.91800674136695e-06,"fre_2019"
1871,"(droit de l' homme + droits de l' homme)",1.67862055937868e-06,"fre_2019"
1872,"(droit de l' homme + droits de l' homme)",1.68680851889543e-06,"fre_2019"
1873,"(droit de l' homme + droits de l' homme)",1.47492754619196e-06,"fre_2019"
1874,"(droit de l' homme + droits de l' homme)",1.3782581339074e-06,"fre_2019"
1875,"(droit de l' homme + droits de l' homme)",1.36888059186292e-06,"fre_2019"
1876,"(droit de l' homme + droits de l' homme)",1.2874281760032e-06,"fre_2019"
1877,"(droit de l' homme + droits de l' homme)",1.3631563590926e-06,"fre_2019"
1878,"(droit de l' homme + droits de l' homme)",1.45480794699893e-06,"fre_2019"
1879,"(droit de l' homme + droits de l' homme)",1.41915163557168e-06,"fre_2019"
1880,"(droit de l' homme + droits de l' homme)",1.49279116661611e-06,"fre_2019"
1881,"(droit de l' homme + droits de l' homme)",1.50398816905246e-06,"fre_2019"
1882,"(droit de l' homme + droits de l' homme)",1.52657649315253e-06,"fre_2019"
1883,"(droit de l' homme + droits de l' homme)",1.57673831933737e-06,"fre_2019"
1884,"(droit de l' homme + droits de l' homme)",1.52171269109301e-06,"fre_2019"
1885,"(droit de l' homme + droits de l' homme)",1.49964748378092e-06,"fre_2019"
1886,"(droit de l' homme + droits de l' homme)",1.65246507829612e-06,"fre_2019"
1887,"(droit de l' homme + droits de l' homme)",1.713100436364e-06,"fre_2019"
1888,"(droit de l' homme + droits de l' homme)",1.77977497831502e-06,"fre_2019"
1889,"(droit de l' homme + droits de l' homme)",1.81200058944699e-06,"fre_2019"
1890,"(droit de l' homme + droits de l' homme)",1.8066432159815e-06,"fre_2019"
1891,"(droit de l' homme + droits de l' homme)",1.83440206212383e-06,"fre_2019"
1892,"(droit de l' homme + droits de l' homme)",1.82104653845272e-06,"fre_2019"
1893,"(droit de l' homme + droits de l' homme)",1.70420086322208e-06,"fre_2019"
1894,"(droit de l' homme + droits de l' homme)",1.64398627435146e-06,"fre_2019"
1895,"(droit de l' homme + droits de l' homme)",1.61830681934459e-06,"fre_2019"
1896,"(droit de l' homme + droits de l' homme)",1.61582264723847e-06,"fre_2019"
1897,"(droit de l' homme + droits de l' homme)",1.64580553274618e-06,"fre_2019"
1898,"(droit de l' homme + droits de l' homme)",1.76146193199754e-06,"fre_2019"
1899,"(droit de l' homme + droits de l' homme)",1.8204782869751e-06,"fre_2019"
1900,"(droit de l' homme + droits de l' homme)",1.92916352403927e-06,"fre_2019"
1901,"(droit de l' homme + droits de l' homme)",2.01225829751398e-06,"fre_2019"
1902,"(droit de l' homme + droits de l' homme)",2.07392613000528e-06,"fre_2019"
1903,"(droit de l' homme + droits de l' homme)",2.06002252411963e-06,"fre_2019"
1904,"(droit de l' homme + droits de l' homme)",2.0406700928431e-06,"fre_2019"
1905,"(droit de l' homme + droits de l' homme)",1.93427380220815e-06,"fre_2019"
1906,"(droit de l' homme + droits de l' homme)",1.92871560804926e-06,"fre_2019"
1907,"(droit de l' homme + droits de l' homme)",1.82255534854546e-06,"fre_2019"
1908,"(droit de l' homme + droits de l' homme)",1.75028704571137e-06,"fre_2019"
1909,"(droit de l' homme + droits de l' homme)",1.67566840454063e-06,"fre_2019"
1910,"(droit de l' homme + droits de l' homme)",1.62890261330111e-06,"fre_2019"
1911,"(droit de l' homme + droits de l' homme)",1.55670162018038e-06,"fre_2019"
1912,"(droit de l' homme + droits de l' homme)",1.50735844783867e-06,"fre_2019"
1913,"(droit de l' homme + droits de l' homme)",1.4710330355732e-06,"fre_2019"
1914,"(droit de l' homme + droits de l' homme)",1.47627266195676e-06,"fre_2019"
1915,"(droit de l' homme + droits de l' homme)",1.48249855819975e-06,"fre_2019"
1916,"(droit de l' homme + droits de l' homme)",1.45723981656179e-06,"fre_2019"
1917,"(droit de l' homme + droits de l' homme)",1.48134445611601e-06,"fre_2019"
1918,"(droit de l' homme + droits de l' homme)",1.47916119784343e-06,"fre_2019"
1919,"(droit de l' homme + droits de l' homme)",1.44118478065788e-06,"fre_2019"
1920,"(droit de l' homme + droits de l' homme)",1.40205356302658e-06,"fre_2019"
1921,"(droit de l' homme + droits de l' homme)",1.33701974748744e-06,"fre_2019"
1922,"(droit de l' homme + droits de l' homme)",1.30317669442905e-06,"fre_2019"
1923,"(droit de l' homme + droits de l' homme)",1.3553599477031e-06,"fre_2019"
1924,"(droit de l' homme + droits de l' homme)",1.35572537881704e-06,"fre_2019"
1925,"(droit de l' homme + droits de l' homme)",1.38559378269422e-06,"fre_2019"
1926,"(droit de l' homme + droits de l' homme)",1.44888764351338e-06,"fre_2019"
1927,"(droit de l' homme + droits de l' homme)",1.54008928124735e-06,"fre_2019"
1928,"(droit de l' homme + droits de l' homme)",1.5866069286322e-06,"fre_2019"
1929,"(droit de l' homme + droits de l' homme)",1.56113793638367e-06,"fre_2019"
1930,"(droit de l' homme + droits de l' homme)",1.72843936090723e-06,"fre_2019"
1931,"(droit de l' homme + droits de l' homme)",1.69248221177603e-06,"fre_2019"
1932,"(droit de l' homme + droits de l' homme)",1.65124961780196e-06,"fre_2019"
1933,"(droit de l' homme + droits de l' homme)",1.60160593003817e-06,"fre_2019"
1934,"(droit de l' homme + droits de l' homme)",1.55474925226226e-06,"fre_2019"
1935,"(droit de l' homme + droits de l' homme)",1.51003317177307e-06,"fre_2019"
1936,"(droit de l' homme + droits de l' homme)",1.6341432775846e-06,"fre_2019"
1937,"(droit de l' homme + droits de l' homme)",1.40964211934959e-06,"fre_2019"
1938,"(droit de l' homme + droits de l' homme)",1.34665911082672e-06,"fre_2019"
1939,"(droit de l' homme + droits de l' homme)",1.30347352111926e-06,"fre_2019"
1940,"(droit de l' homme + droits de l' homme)",1.284785627474e-06,"fre_2019"
1941,"(droit de l' homme + droits de l' homme)",1.28813629832588e-06,"fre_2019"
1942,"(droit de l' homme + droits de l' homme)",1.53134639292927e-06,"fre_2019"
1943,"(droit de l' homme + droits de l' homme)",1.80599362563173e-06,"fre_2019"
1944,"(droit de l' homme + droits de l' homme)",2.17983826798575e-06,"fre_2019"
1945,"(droit de l' homme + droits de l' homme)",2.92081303651262e-06,"fre_2019"
1946,"(droit de l' homme + droits de l' homme)",3.97816480760379e-06,"fre_2019"
1947,"(droit de l' homme + droits de l' homme)",4.48507575307693e-06,"fre_2019"
1948,"(droit de l' homme + droits de l' homme)",4.76930893508357e-06,"fre_2019"
1949,"(droit de l' homme + droits de l' homme)",4.83328852039579e-06,"fre_2019"
1950,"(droit de l' homme + droits de l' homme)",4.79598738171002e-06,"fre_2019"
1951,"(droit de l' homme + droits de l' homme)",4.60548408958467e-06,"fre_2019"
1952,"(droit de l' homme + droits de l' homme)",4.18105096652458e-06,"fre_2019"
1953,"(droit de l' homme + droits de l' homme)",3.41785043035868e-06,"fre_2019"
1954,"(droit de l' homme + droits de l' homme)",3.1456747830053e-06,"fre_2019"
1955,"(droit de l' homme + droits de l' homme)",3.06657648150934e-06,"fre_2019"
1956,"(droit de l' homme + droits de l' homme)",3.07160206907448e-06,"fre_2019"
1957,"(droit de l' homme + droits de l' homme)",3.13534443157388e-06,"fre_2019"
1958,"(droit de l' homme + droits de l' homme)",3.37419887586066e-06,"fre_2019"
1959,"(droit de l' homme + droits de l' homme)",3.49908318700695e-06,"fre_2019"
1960,"(droit de l' homme + droits de l' homme)",3.66632894152222e-06,"fre_2019"
1961,"(droit de l' homme + droits de l' homme)",3.85143088773735e-06,"fre_2019"
1962,"(droit de l' homme + droits de l' homme)",3.9179237266548e-06,"fre_2019"
1963,"(droit de l' homme + droits de l' homme)",4.03653094086362e-06,"fre_2019"
1964,"(droit de l' homme + droits de l' homme)",4.06395941305553e-06,"fre_2019"
1965,"(droit de l' homme + droits de l' homme)",4.41638282820479e-06,"fre_2019"
1966,"(droit de l' homme + droits de l' homme)",4.93784184283998e-06,"fre_2019"
1967,"(droit de l' homme + droits de l' homme)",5.1863417119031e-06,"fre_2019"
1968,"(droit de l' homme + droits de l' homme)",5.36139230332213e-06,"fre_2019"
1969,"(droit de l' homme + droits de l' homme)",5.77770850692819e-06,"fre_2019"
1970,"(droit de l' homme + droits de l' homme)",6.17056416883445e-06,"fre_2019"
1971,"(droit de l' homme + droits de l' homme)",6.54807191478669e-06,"fre_2019"
1972,"(droit de l' homme + droits de l' homme)",6.64764786912591e-06,"fre_2019"
1973,"(droit de l' homme + droits de l' homme)",6.58395060984926e-06,"fre_2019"
1974,"(droit de l' homme + droits de l' homme)",7.17675669648088e-06,"fre_2019"
1975,"(droit de l' homme + droits de l' homme)",8.34533624884313e-06,"fre_2019"
1976,"(droit de l' homme + droits de l' homme)",9.04182635760467e-06,"fre_2019"
1977,"(droit de l' homme + droits de l' homme)",9.77014586973317e-06,"fre_2019"
1978,"(droit de l' homme + droits de l' homme)",1.05826921169085e-05,"fre_2019"
1979,"(droit de l' homme + droits de l' homme)",1.14037396506157e-05,"fre_2019"
1980,"(droit de l' homme + droits de l' homme)",1.24523560763074e-05,"fre_2019"
1981,"(droit de l' homme + droits de l' homme)",1.30730521387282e-05,"fre_2019"
1982,"(droit de l' homme + droits de l' homme)",1.35999940949562e-05,"fre_2019"
1983,"(droit de l' homme + droits de l' homme)",1.42252994541942e-05,"fre_2019"
1984,"(droit de l' homme + droits de l' homme)",1.480616551167e-05,"fre_2019"
1985,"(droit de l' homme + droits de l' homme)",1.58521498008213e-05,"fre_2019"
1986,"(droit de l' homme + droits de l' homme)",1.75377026161121e-05,"fre_2019"
1987,"(droit de l' homme + droits de l' homme)",1.8934892856188e-05,"fre_2019"
1988,"(droit de l' homme + droits de l' homme)",2.05873943335584e-05,"fre_2019"
1989,"(droit de l' homme + droits de l' homme)",2.17442839576571e-05,"fre_2019"
1990,"(droit de l' homme + droits de l' homme)",2.37719790853979e-05,"fre_2019"
1991,"(droit de l' homme + droits de l' homme)",2.52455803726142e-05,"fre_2019"
1992,"(droit de l' homme + droits de l' homme)",2.67473796416847e-05,"fre_2019"
1993,"(droit de l' homme + droits de l' homme)",2.74559029459657e-05,"fre_2019"
1994,"(droit de l' homme + droits de l' homme)",2.77405099780026e-05,"fre_2019"
1995,"(droit de l' homme + droits de l' homme)",2.8415272128411e-05,"fre_2019"
1996,"(droit de l' homme + droits de l' homme)",2.90560611314764e-05,"fre_2019"
1997,"(droit de l' homme + droits de l' homme)",2.87525066572211e-05,"fre_2019"
1998,"(droit de l' homme + droits de l' homme)",2.93269290401505e-05,"fre_2019"
1999,"(droit de l' homme + droits de l' homme)",2.91755908067768e-05,"fre_2019"
2000,"(droit de l' homme + droits de l' homme)",2.83900428468899e-05,"fre_2019"
2001,"(droit de l' homme + droits de l' homme)",2.8666102305611e-05,"fre_2019"
